Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/StructureDefinition-Mikroorganism.json	1899	2	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	23	90	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-NPU.json	912	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	22	78	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Organisatorisk-enhet-Organisation-inom-halso--och-sjukv.json	4393	3	0	4	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	50	110	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Organisatorisk-enhet-Organisatorisk-enhet.json	4621	2	0	5	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	45	112	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-Origin.json	1544	0	0	3	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	29	120	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-PQ.json	902	1	0	2	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	20	79	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Patient-2.json	1726	2	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	23	94	0	0	0	0	0	1
fsh-generated/resources/StructureDefinition-Patient-Patient.json	2242	1	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	27	96	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Patient.json	1944	1	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	24	99	0	0	0	1	1	0
fsh-generated/resources/StructureDefinition-Person-Person.json	2934	1	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	29	106	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Personal.json	1907	1	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	23	91	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Preliminarsvar-Dokument-inom-halso--och-sjukvard.json	1853	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	18	81	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Presentationsformat.json	1495	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	18	79	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Prov-Resurs-inom-halso--och-sjukvard.json	4024	1	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	35	106	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Prov-Resurs.json	4137	3	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	38	98	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-Prov-id.json	1357	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	18	68	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Provbehallare-Resurs.json	2288	1	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	23	85	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Provgivare.json	1372	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	18	61	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Provmaterial.json	1428	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	19	94	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Provrelaterad-aktivitet-Aktivitet.json	2748	1	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	27	82	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Provtagningsmetod.json	1474	1	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	19	71	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Referens.json	2750	1	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	28	90	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Referenser.json	1740	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	21	85	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Referensintervall.json	1927	1	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	22	89	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Referensmodell.json	1950	2	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	22	86	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Referenspopulation.json	1906	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	22	68	0	0	1	0	0	0
fsh-generated/resources/StructureDefinition-Referensvarde.json	1443	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	19	62	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-Remiss-Dokument-inom-halso--och-sjukvard.json	3711	1	0	3	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	31	71	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Remiss-Dokument.json	4723	1	0	4	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	42	85	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Remissmottagande-enhet-Organisation-inom-halso--och-sju.json	2467	1	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	23	64	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Remissvar-Dokument-inom-halso--och-sjukvard.json	5545	1	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	44	81	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-Remissvarsmottagande-enhet-Organisation-inom-halso--och.json	2506	1	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	24	84	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Remittent-Halso--och-sjukvardspersonal.json	2623	1	0	2	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	25	70	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Remitterande-enhet-Organisation-inom-halso--och-sjukvar.json	2433	1	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	23	75	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Resistens.json	1398	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	18	61	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Resistensbestamning-Aktivitet-inom-halso--och-sjukvard.json	2400	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	23	66	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Revisionshistorik.json	4492	1	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	38	77	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-RevisionshistorikTA.json	2371	1	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	25	63	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-SNOMED-CT-SE.json	1000	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	15	53	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ST.json	902	1	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	15	54	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Signatur.json	1362	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	18	56	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Signering-Deltagande-2.json	2780	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	28	69	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Signering-Deltagande.json	3630	3	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	33	70	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Slutsvar-Dokument-inom-halso--och-sjukvard.json	1779	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	19	64	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-TS.json	902	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	14	53	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Urval-analyskoder-laboratoriemedicin.json	1240	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	15	52	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Urval-analysmetod-laboratoriemedicin.json	1240	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	15	62	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Urval-analysstatus-laboratoriemedicin.json	1258	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	16	53	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Urval-anatomisk-lokalisation-laboratoriemedicin.json	1349	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	15	53	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Urval-fynd-bakterieegenskaper-laboratoriemedicin.json	1363	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	16	50	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Urval-fynd-mikroorganism-laboratoriemedicin.json	1309	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	16	56	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Urval-fynd-ovrigt-laboratoriemedicin.json	1243	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	15	53	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Urval-fynd-resistens-laboratoriemedicin.json	1273	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	14	53	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Urval-provbehallare-laboratoriemedicin.json	1260	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	15	53	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Urval-provtyp-laboratoriemedicin.json	1200	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	28	53	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Urval-tolkning-resultat-laboratoriemedicin.json	1299	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	15	55	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Utforande-enhet-Organisation-inom-halso--och-sjukvard.json	2901	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	26	84	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Utford-analys.json	1015	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	15	55	0	0	0	0	0	0
/fsh-generated/includes/menu.xml	1043	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/fsh-generated/includes/fsh-link-references.md	6870	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/index.md	917	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config/_config.yml	140	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/temp/pages/_includes/artifacts.xml	216	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0
/temp/pages/_includes/fragment-artifacts-table.html	3331	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	0	0	0	0	0	0
