Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/StructureDefinition-Mikroorganism.json	2059	1	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	23	74	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-NPU.json	1058	1	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	16	64	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Organisatorisk-enhet-Organisation-inom-halso--och-sjukv.json	4193	1	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	38	79	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Organisatorisk-enhet-Organisatorisk-enhet.json	4665	1	0	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	40	82	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-Origin.json	1534	1	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	21	71	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-PQ.json	886	1	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	15	67	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Patient-Patient.json	2368	1	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	25	77	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Patient.json	1687	1	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	21	93	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Person-Person.json	3428	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	34	77	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Preliminarsvar-Dokument-inom-halso--och-sjukvard.json	2136	1	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	21	65	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Presentationsformat.json	2462	0	0	2	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	22	68	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Prov-Resurs-inom-halso--och-sjukvard.json	4392	1	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	55	81	0	0	0	1	1	0
fsh-generated/resources/StructureDefinition-Prov-Resurs.json	4338	1	0	2	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	40	100	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-Prov-id.json	1342	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	18	60	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Provbehallare-Resurs.json	2383	1	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	25	70	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Provgivare.json	1325	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	19	62	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Provmaterial.json	1503	1	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	19	70	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Provrelaterad-aktivitet-Aktivitet.json	3257	1	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	28	76	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Provtagningsmetod.json	1485	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	18	63	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Referens.json	3395	1	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	33	79	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Referenser.json	1659	1	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	20	63	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Referensintervall.json	2361	1	0	3	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	23	79	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Referensmodell.json	1940	1	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	21	67	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Referenspopulation.json	2092	1	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	22	66	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Referensvarde.json	1476	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	19	58	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Remiss-Dokument-inom-halso--och-sjukvard.json	4052	1	0	2	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	35	70	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Remiss-Dokument.json	5067	1	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	42	80	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-Remissmottagande-enhet-Organisation-inom-halso--och-sju.json	2417	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	22	68	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Remissvar-Dokument-inom-halso--och-sjukvard.json	5976	1	0	4	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	45	82	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Remissvarsmottagande-enhet-Organisation-inom-halso--och.json	2478	1	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	30	71	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Remittent-Halso--och-sjukvardspersonal.json	2754	1	0	3	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	26	67	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Remitterande-enhet-Organisation-inom-halso--och-sjukvar.json	2469	1	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	23	66	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Resistens.json	1615	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	19	66	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-Resistensbestamning-Aktivitet-inom-halso--och-sjukvard.json	2310	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	22	80	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-Revisionshistorik.json	4758	1	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	40	114	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-RevisionshistorikTA.json	2269	1	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	25	74	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-SNOMED-CT-SE.json	990	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	15	63	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ST.json	776	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	16	57	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Signatur.json	1325	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	19	61	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Signering-Deltagande-2.json	4158	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	31	75	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Signering-Deltagande.json	5125	1	0	2	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	36	75	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Slutsvar-Dokument-inom-halso--och-sjukvard.json	2234	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	20	65	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-TS.json	770	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	15	61	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Urval-analyskoder-laboratoriemedicin.json	1190	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	15	56	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Urval-analysmetod-laboratoriemedicin.json	1834	1	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	16	60	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Urval-analysstatus-laboratoriemedicin.json	1498	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	15	60	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-Urval-anatomisk-lokalisation-laboratoriemedicin.json	1427	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	15	60	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Urval-fynd-bakterieegenskaper-laboratoriemedicin.json	1575	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	15	59	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Urval-fynd-mikroorganism-laboratoriemedicin.json	1407	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	14	57	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Urval-fynd-ovrigt-laboratoriemedicin.json	1381	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	14	54	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Urval-fynd-resistens-laboratoriemedicin.json	1431	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	15	70	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Urval-provbehallare-laboratoriemedicin.json	1352	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	14	57	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Urval-provtyp-laboratoriemedicin.json	1290	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	14	71	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Urval-tolkning-resultat-laboratoriemedicin.json	1385	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	15	55	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Utforande-enhet-Organisation-inom-halso--och-sjukvard.json	2700	1	0	3	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	25	70	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Utford-analys.json	1063	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	14	55	0	0	0	1	0	0
/fsh-generated/resources/Binary-Analysutrustning.json	98	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0
/fsh-generated/resources/Binary-BBasofilagranulocyterReferensintervall.json	114	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-BBasofilagranulocyterReferensintervall2.json	114	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	0	0	0	0	0	0
/fsh-generated/resources/Binary-BEosinofilagranulocyterReferensintervall.json	114	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-BEosinofilagranulocyterReferensintervall2.json	114	-	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-BHbA1cIFCCReferensintervall.json	116	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-BHemoglobinHbReferensintervall.json	113	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-BHemoglobinHbReferensintervall2.json	113	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-BHemoglobinHbReferensintervall3.json	115	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0
/fsh-generated/resources/Binary-BLeukocyterReferensintervall.json	117	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-BLeukocyterReferensintervall2.json	117	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-BLymfocyterReferensintervall.json	117	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-BLymfocyterReferensintervall2.json	117	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0
/fsh-generated/resources/Binary-BMonocyterReferensintervall.json	117	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-BMonocyterReferensintervall2.json	117	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-BNeutrofilagranulocyterReferensintervall.json	117	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-BNeutrofilagranulocyterReferensintervall2.json	117	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-PCpeptidReferensintervall.json	118	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0
/fsh-generated/resources/Binary-PCRPReferensintervall.json	109	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-PGAD65akIgGELISAReferensintervall.json	110	-	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-PGlukosReferensintervall.json	116	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0
/fsh-generated/resources/Binary-PHDLkolesterolReferensintervall.json	116	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-PKolesterolReferensintervall.json	116	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-PLDLkolesteroldirektReferensintervall.json	116	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-PnonHDLkolesterolReferensintervall.json	116	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-PTriglyceriderReferensintervall.json	113	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-POcellIA2akReferensintervall.json	112	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0
/fsh-generated/resources/Binary-Referensintervall.json	83	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-Referensintervall2.json	83	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-Referensintervall3.json	111	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-Referensintervall4.json	114	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0
/fsh-generated/resources/Binary-Referensintervall5.json	109	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-Referensintervall6.json	105	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-Referensintervall7.json	107	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0
/fsh-generated/resources/Binary-Referensintervall8.json	107	-	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-Referensintervall9.json	83	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-Referensintervall10.json	83	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	1	0	0	0
/fsh-generated/resources/Binary-Referensintervalltiter.json	110	-	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0
/fsh-generated/resources/Binary-Referensintervalltiter2.json	111	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0
/fsh-generated/resources/Binary-Referensintervalltiter3.json	110	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0
/fsh-generated/resources/Binary-Referensintervall1.json	83	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0
/fsh-generated/resources/Binary-Referensintervall22.json	83	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0
/fsh-generated/includes/menu.xml	1043	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/fsh-generated/includes/fsh-link-references.md	9888	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/index.md	456	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config/_config.yml	140	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/temp/pages/_includes/artifacts.xml	216	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0
/temp/pages/_includes/fragment-artifacts-table.html	3331	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0
